logical_id,family,variant,level,run,quantity,classification,print_orientation_note,zero_structural_credit,zero_credit_scope,provisional_status,position_local_mm,interface_ref,level_independent
lower::long_wall_5ft::through_left_ornament_carrier::half_09,through_left_ornament_carrier,through_left_half,lower,long_wall_5ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,999.1725,lower::long_wall_5ft::arcade_half::09,True
lower::long_wall_5ft::through_left_ornament_carrier::half_11,through_left_ornament_carrier,through_left_half,lower,long_wall_5ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,1241.1075,lower::long_wall_5ft::arcade_half::11,True
lower::long_wall_5ft::through_right_ornament_carrier::half_02,through_right_ornament_carrier,through_right_half,lower,long_wall_5ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,152.4,lower::long_wall_5ft::arcade_half::02,True
lower::long_wall_5ft::through_right_ornament_carrier::half_04,through_right_ornament_carrier,through_right_half,lower,long_wall_5ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,394.335,lower::long_wall_5ft::arcade_half::04,True
lower::long_wall_5ft::through_right_ornament_carrier::half_06,through_right_ornament_carrier,through_right_half,lower,long_wall_5ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,636.27,lower::long_wall_5ft::arcade_half::06,True
lower::long_wall_5ft::through_right_ornament_carrier::half_08,through_right_ornament_carrier,through_right_half,lower,long_wall_5ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,878.205,lower::long_wall_5ft::arcade_half::08,True
lower::long_wall_5ft::through_right_ornament_carrier::half_10,through_right_ornament_carrier,through_right_half,lower,long_wall_5ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,1120.14,lower::long_wall_5ft::arcade_half::10,True
lower::long_wall_5ft::through_right_ornament_carrier::half_12,through_right_ornament_carrier,through_right_half,lower,long_wall_5ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,1362.075,lower::long_wall_5ft::arcade_half::12,True
lower::short_wall_3ft::arcade_half::01,arcade_half,return_left_half,lower,short_wall_3ft,1,structural,broad arcade elevation face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,27.0325,lower::short_wall_3ft::deck_cassette::01,True
lower::short_wall_3ft::arcade_half::02,arcade_half,return_right_half,lower,short_wall_3ft,1,structural,broad arcade elevation face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,252.1025,lower::short_wall_3ft::deck_cassette::02,True
lower::short_wall_3ft::arcade_half::03,arcade_half,return_left_half,lower,short_wall_3ft,1,structural,broad arcade elevation face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,252.1025,lower::short_wall_3ft::deck_cassette::03,True
lower::short_wall_3ft::arcade_half::04,arcade_half,return_right_half,lower,short_wall_3ft,1,structural,broad arcade elevation face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,477.1725,lower::short_wall_3ft::deck_cassette::04,True
lower::short_wall_3ft::arcade_half::05,arcade_half,return_left_half,lower,short_wall_3ft,1,structural,broad arcade elevation face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,477.1725,lower::short_wall_3ft::deck_cassette::05,True
lower::short_wall_3ft::arcade_half::06,arcade_half,return_right_half,lower,short_wall_3ft,1,structural,broad arcade elevation face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,702.2425,lower::short_wall_3ft::deck_cassette::06,True
lower::short_wall_3ft::cassette_lock::support_01_left_slot,cassette_lock,return_start_left_slot,lower,short_wall_3ft,1,retention,largest flat lock face on the build plate,True,cassette-to-integral-cap retention only; no independent load rating,PROVISIONAL_EXPERIMENTAL_UNRATED,27.0325,lower::short_wall_3ft::structural_pier_x_corbel::01,True
lower::short_wall_3ft::cassette_lock::support_01_right_slot,cassette_lock,return_start_right_slot,lower,short_wall_3ft,1,retention,largest flat lock face on the build plate,True,cassette-to-integral-cap retention only; no independent load rating,PROVISIONAL_EXPERIMENTAL_UNRATED,27.0325,lower::short_wall_3ft::structural_pier_x_corbel::01,True
lower::short_wall_3ft::cassette_lock::support_02_left_slot,cassette_lock,return_interior_left_slot,lower,short_wall_3ft,1,retention,largest flat lock face on the build plate,True,cassette-to-integral-cap retention only; no independent load rating,PROVISIONAL_EXPERIMENTAL_UNRATED,252.1025,lower::short_wall_3ft::structural_pier_x_corbel::02,True
lower::short_wall_3ft::cassette_lock::support_02_right_slot,cassette_lock,return_interior_right_slot,lower,short_wall_3ft,1,retention,largest flat lock face on the build plate,True,cassette-to-integral-cap retention only; no independent load rating,PROVISIONAL_EXPERIMENTAL_UNRATED,252.1025,lower::short_wall_3ft::structural_pier_x_corbel::02,True
lower::short_wall_3ft::cassette_lock::support_03_left_slot,cassette_lock,return_interior_left_slot,lower,short_wall_3ft,1,retention,largest flat lock face on the build plate,True,cassette-to-integral-cap retention only; no independent load rating,PROVISIONAL_EXPERIMENTAL_UNRATED,477.1725,lower::short_wall_3ft::structural_pier_x_corbel::03,True
lower::short_wall_3ft::cassette_lock::support_03_right_slot,cassette_lock,return_interior_right_slot,lower,short_wall_3ft,1,retention,largest flat lock face on the build plate,True,cassette-to-integral-cap retention only; no independent load rating,PROVISIONAL_EXPERIMENTAL_UNRATED,477.1725,lower::short_wall_3ft::structural_pier_x_corbel::03,True
lower::short_wall_3ft::cassette_lock::support_04_left_slot,cassette_lock,return_end_left_slot,lower,short_wall_3ft,1,retention,largest flat lock face on the build plate,True,cassette-to-integral-cap retention only; no independent load rating,PROVISIONAL_EXPERIMENTAL_UNRATED,702.2425,lower::short_wall_3ft::structural_pier_x_corbel::04,True
lower::short_wall_3ft::cassette_lock::support_04_right_slot,cassette_lock,return_end_right_slot,lower,short_wall_3ft,1,retention,largest flat lock face on the build plate,True,cassette-to-integral-cap retention only; no independent load rating,PROVISIONAL_EXPERIMENTAL_UNRATED,702.2425,lower::short_wall_3ft::structural_pier_x_corbel::04,True
lower::short_wall_3ft::cassette_top_retention_wedge::half_01_wedge_1,cassette_top_retention_wedge,return_left_half,lower,short_wall_3ft,1,retention,locked crossbar and handle broad faces on the build plate; historical orientation key retained for schema compatibility,True,withdrawal retention/preload only; zero vertical shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,27.0325,lower::short_wall_3ft::arcade_half::01,True
lower::short_wall_3ft::cassette_top_retention_wedge::half_01_wedge_2,cassette_top_retention_wedge,return_left_half,lower,short_wall_3ft,1,retention,locked crossbar and handle broad faces on the build plate; historical orientation key retained for schema compatibility,True,withdrawal retention/preload only; zero vertical shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,27.0325,lower::short_wall_3ft::arcade_half::01,True
lower::short_wall_3ft::cassette_top_retention_wedge::half_02_wedge_1,cassette_top_retention_wedge,return_right_half,lower,short_wall_3ft,1,retention,locked crossbar and handle broad faces on the build plate; historical orientation key retained for schema compatibility,True,withdrawal retention/preload only; zero vertical shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,252.1025,lower::short_wall_3ft::arcade_half::02,True
lower::short_wall_3ft::cassette_top_retention_wedge::half_02_wedge_2,cassette_top_retention_wedge,return_right_half,lower,short_wall_3ft,1,retention,locked crossbar and handle broad faces on the build plate; historical orientation key retained for schema compatibility,True,withdrawal retention/preload only; zero vertical shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,252.1025,lower::short_wall_3ft::arcade_half::02,True
lower::short_wall_3ft::cassette_top_retention_wedge::half_03_wedge_1,cassette_top_retention_wedge,return_left_half,lower,short_wall_3ft,1,retention,locked crossbar and handle broad faces on the build plate; historical orientation key retained for schema compatibility,True,withdrawal retention/preload only; zero vertical shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,252.1025,lower::short_wall_3ft::arcade_half::03,True
lower::short_wall_3ft::cassette_top_retention_wedge::half_03_wedge_2,cassette_top_retention_wedge,return_left_half,lower,short_wall_3ft,1,retention,locked crossbar and handle broad faces on the build plate; historical orientation key retained for schema compatibility,True,withdrawal retention/preload only; zero vertical shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,252.1025,lower::short_wall_3ft::arcade_half::03,True
lower::short_wall_3ft::cassette_top_retention_wedge::half_04_wedge_1,cassette_top_retention_wedge,return_right_half,lower,short_wall_3ft,1,retention,locked crossbar and handle broad faces on the build plate; historical orientation key retained for schema compatibility,True,withdrawal retention/preload only; zero vertical shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,477.1725,lower::short_wall_3ft::arcade_half::04,True
lower::short_wall_3ft::cassette_top_retention_wedge::half_04_wedge_2,cassette_top_retention_wedge,return_right_half,lower,short_wall_3ft,1,retention,locked crossbar and handle broad faces on the build plate; historical orientation key retained for schema compatibility,True,withdrawal retention/preload only; zero vertical shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,477.1725,lower::short_wall_3ft::arcade_half::04,True
lower::short_wall_3ft::cassette_top_retention_wedge::half_05_wedge_1,cassette_top_retention_wedge,return_left_half,lower,short_wall_3ft,1,retention,locked crossbar and handle broad faces on the build plate; historical orientation key retained for schema compatibility,True,withdrawal retention/preload only; zero vertical shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,477.1725,lower::short_wall_3ft::arcade_half::05,True
lower::short_wall_3ft::cassette_top_retention_wedge::half_05_wedge_2,cassette_top_retention_wedge,return_left_half,lower,short_wall_3ft,1,retention,locked crossbar and handle broad faces on the build plate; historical orientation key retained for schema compatibility,True,withdrawal retention/preload only; zero vertical shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,477.1725,lower::short_wall_3ft::arcade_half::05,True
lower::short_wall_3ft::cassette_top_retention_wedge::half_06_wedge_1,cassette_top_retention_wedge,return_right_half,lower,short_wall_3ft,1,retention,locked crossbar and handle broad faces on the build plate; historical orientation key retained for schema compatibility,True,withdrawal retention/preload only; zero vertical shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,702.2425,lower::short_wall_3ft::arcade_half::06,True
lower::short_wall_3ft::cassette_top_retention_wedge::half_06_wedge_2,cassette_top_retention_wedge,return_right_half,lower,short_wall_3ft,1,retention,locked crossbar and handle broad faces on the build plate; historical orientation key retained for schema compatibility,True,withdrawal retention/preload only; zero vertical shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,702.2425,lower::short_wall_3ft::arcade_half::06,True
lower::short_wall_3ft::corner_floating_mate::floating_mate,corner_floating_mate,return_floating_mate,lower,short_wall_3ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,floating visual mate; no mechanical L connection and zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,0.0,,True
lower::short_wall_3ft::crown_bridge::01,crown_bridge,return,lower,short_wall_3ft,1,structural,broad crown-bridge ladder face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,139.5675,,True
lower::short_wall_3ft::crown_bridge::02,crown_bridge,return,lower,short_wall_3ft,1,structural,broad crown-bridge ladder face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,364.6375,,True
lower::short_wall_3ft::crown_bridge::03,crown_bridge,return,lower,short_wall_3ft,1,structural,broad crown-bridge ladder face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,589.7075,,True
lower::short_wall_3ft::crown_bridge_retention_pin::01,crown_bridge_retention_pin,return_fixed_right_half,lower,short_wall_3ft,1,retention,"shaft axis parallel to the build plate; split plane perpendicular to the plate; round head and circular cross-section vertical/tangent to the plate; no support-free or production claim; qualify slicer mapping, brim, cooling, flexure, and actual-parent insertion/removal",True,anti-drop/reverse-slide retention only; zero shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,139.5675,lower::short_wall_3ft::crown_bridge::01,True
lower::short_wall_3ft::crown_bridge_retention_pin::02,crown_bridge_retention_pin,return_fixed_right_half,lower,short_wall_3ft,1,retention,"shaft axis parallel to the build plate; split plane perpendicular to the plate; round head and circular cross-section vertical/tangent to the plate; no support-free or production claim; qualify slicer mapping, brim, cooling, flexure, and actual-parent insertion/removal",True,anti-drop/reverse-slide retention only; zero shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,364.6375,lower::short_wall_3ft::crown_bridge::02,True
lower::short_wall_3ft::crown_bridge_retention_pin::03,crown_bridge_retention_pin,return_fixed_right_half,lower,short_wall_3ft,1,retention,"shaft axis parallel to the build plate; split plane perpendicular to the plate; round head and circular cross-section vertical/tangent to the plate; no support-free or production claim; qualify slicer mapping, brim, cooling, flexure, and actual-parent insertion/removal",True,anti-drop/reverse-slide retention only; zero shelf-load credit,PROVISIONAL_EXPERIMENTAL_UNRATED,589.7075,lower::short_wall_3ft::crown_bridge::03,True
lower::short_wall_3ft::deck_cassette::01,deck_cassette,return_start_outer,lower,short_wall_3ft,1,structural,continuous 3.2 mm top skin on the build plate; coffer lands upward; flip for installation,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,0.0,,True
lower::short_wall_3ft::deck_cassette::02,deck_cassette,return_internal_crown_to_pier,lower,short_wall_3ft,1,structural,continuous 3.2 mm top skin on the build plate; coffer lands upward; flip for installation,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,139.7425,,True
lower::short_wall_3ft::deck_cassette::03,deck_cassette,return_internal_pier_to_crown,lower,short_wall_3ft,1,structural,continuous 3.2 mm top skin on the build plate; coffer lands upward; flip for installation,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,252.2775,,True
lower::short_wall_3ft::deck_cassette::04,deck_cassette,return_internal_crown_to_pier,lower,short_wall_3ft,1,structural,continuous 3.2 mm top skin on the build plate; coffer lands upward; flip for installation,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,364.8125,,True
lower::short_wall_3ft::deck_cassette::05,deck_cassette,return_internal_pier_to_crown,lower,short_wall_3ft,1,structural,continuous 3.2 mm top skin on the build plate; coffer lands upward; flip for installation,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,477.3475,,True
lower::short_wall_3ft::deck_cassette::06,deck_cassette,return_end_outer,lower,short_wall_3ft,1,structural,continuous 3.2 mm top skin on the build plate; coffer lands upward; flip for installation,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,589.8825,,True
lower::short_wall_3ft::diaphragm_bowtie_key::seam_01_depth_1,diaphragm_bowtie_key,fixed_crown,lower,short_wall_3ft,1,structural,largest bowtie plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,139.5675,short_wall_3ft_seam_01,True
lower::short_wall_3ft::diaphragm_bowtie_key::seam_01_depth_2,diaphragm_bowtie_key,fixed_crown,lower,short_wall_3ft,1,structural,largest bowtie plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,139.5675,short_wall_3ft_seam_01,True
lower::short_wall_3ft::diaphragm_bowtie_key::seam_01_depth_3,diaphragm_bowtie_key,fixed_crown,lower,short_wall_3ft,1,structural,largest bowtie plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,139.5675,short_wall_3ft_seam_01,True
lower::short_wall_3ft::diaphragm_bowtie_key::seam_02_depth_1,diaphragm_bowtie_key,floating_supported_pier,lower,short_wall_3ft,1,structural,largest bowtie plan face on the build plate,False,zero longitudinal tension-splice credit at floating pier seam,PROVISIONAL_EXPERIMENTAL_UNRATED,252.1025,short_wall_3ft_seam_02,True
lower::short_wall_3ft::diaphragm_bowtie_key::seam_02_depth_2,diaphragm_bowtie_key,floating_supported_pier,lower,short_wall_3ft,1,structural,largest bowtie plan face on the build plate,False,zero longitudinal tension-splice credit at floating pier seam,PROVISIONAL_EXPERIMENTAL_UNRATED,252.1025,short_wall_3ft_seam_02,True
lower::short_wall_3ft::diaphragm_bowtie_key::seam_02_depth_3,diaphragm_bowtie_key,floating_supported_pier,lower,short_wall_3ft,1,structural,largest bowtie plan face on the build plate,False,zero longitudinal tension-splice credit at floating pier seam,PROVISIONAL_EXPERIMENTAL_UNRATED,252.1025,short_wall_3ft_seam_02,True
lower::short_wall_3ft::diaphragm_bowtie_key::seam_03_depth_1,diaphragm_bowtie_key,fixed_crown,lower,short_wall_3ft,1,structural,largest bowtie plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,364.6375,short_wall_3ft_seam_03,True
lower::short_wall_3ft::diaphragm_bowtie_key::seam_03_depth_2,diaphragm_bowtie_key,fixed_crown,lower,short_wall_3ft,1,structural,largest bowtie plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,364.6375,short_wall_3ft_seam_03,True
lower::short_wall_3ft::diaphragm_bowtie_key::seam_03_depth_3,diaphragm_bowtie_key,fixed_crown,lower,short_wall_3ft,1,structural,largest bowtie plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,364.6375,short_wall_3ft_seam_03,True
lower::short_wall_3ft::diaphragm_bowtie_key::seam_04_depth_1,diaphragm_bowtie_key,floating_supported_pier,lower,short_wall_3ft,1,structural,largest bowtie plan face on the build plate,False,zero longitudinal tension-splice credit at floating pier seam,PROVISIONAL_EXPERIMENTAL_UNRATED,477.1725,short_wall_3ft_seam_04,True
lower::short_wall_3ft::diaphragm_bowtie_key::seam_04_depth_2,diaphragm_bowtie_key,floating_supported_pier,lower,short_wall_3ft,1,structural,largest bowtie plan face on the build plate,False,zero longitudinal tension-splice credit at floating pier seam,PROVISIONAL_EXPERIMENTAL_UNRATED,477.1725,short_wall_3ft_seam_04,True
lower::short_wall_3ft::diaphragm_bowtie_key::seam_04_depth_3,diaphragm_bowtie_key,floating_supported_pier,lower,short_wall_3ft,1,structural,largest bowtie plan face on the build plate,False,zero longitudinal tension-splice credit at floating pier seam,PROVISIONAL_EXPERIMENTAL_UNRATED,477.1725,short_wall_3ft_seam_04,True
lower::short_wall_3ft::diaphragm_bowtie_key::seam_05_depth_1,diaphragm_bowtie_key,fixed_crown,lower,short_wall_3ft,1,structural,largest bowtie plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,589.7075,short_wall_3ft_seam_05,True
lower::short_wall_3ft::diaphragm_bowtie_key::seam_05_depth_2,diaphragm_bowtie_key,fixed_crown,lower,short_wall_3ft,1,structural,largest bowtie plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,589.7075,short_wall_3ft_seam_05,True
lower::short_wall_3ft::diaphragm_bowtie_key::seam_05_depth_3,diaphragm_bowtie_key,fixed_crown,lower,short_wall_3ft,1,structural,largest bowtie plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,589.7075,short_wall_3ft_seam_05,True
lower::short_wall_3ft::fixed_crown_diaphragm_keeper_strip::seam_01,fixed_crown_diaphragm_keeper_strip,return_left_owner_opposite_crown_pin,lower,short_wall_3ft,1,retention,broad keeper-strip face on the build plate; one rear-bayonet tongue upward; qualify the separate keeper-reach indexed quarter-turn pin with the exact actual-parent receiver orientation,True,positive anti-drop retention for three fixed-crown diaphragm keys; zero shelf-load or splice credit,PROVISIONAL_EXPERIMENTAL_UNRATED,139.5675,short_wall_3ft_seam_01,True
lower::short_wall_3ft::fixed_crown_diaphragm_keeper_strip::seam_03,fixed_crown_diaphragm_keeper_strip,return_left_owner_opposite_crown_pin,lower,short_wall_3ft,1,retention,broad keeper-strip face on the build plate; one rear-bayonet tongue upward; qualify the separate keeper-reach indexed quarter-turn pin with the exact actual-parent receiver orientation,True,positive anti-drop retention for three fixed-crown diaphragm keys; zero shelf-load or splice credit,PROVISIONAL_EXPERIMENTAL_UNRATED,364.6375,short_wall_3ft_seam_03,True
lower::short_wall_3ft::fixed_crown_diaphragm_keeper_strip::seam_05,fixed_crown_diaphragm_keeper_strip,return_left_owner_opposite_crown_pin,lower,short_wall_3ft,1,retention,broad keeper-strip face on the build plate; one rear-bayonet tongue upward; qualify the separate keeper-reach indexed quarter-turn pin with the exact actual-parent receiver orientation,True,positive anti-drop retention for three fixed-crown diaphragm keys; zero shelf-load or splice credit,PROVISIONAL_EXPERIMENTAL_UNRATED,589.7075,short_wall_3ft_seam_05,True
lower::short_wall_3ft::fixed_crown_entablature_tie_key::seam_01,fixed_crown_entablature_tie_key,return,lower,short_wall_3ft,1,structural,largest key plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,139.5675,short_wall_3ft_seam_01,True
lower::short_wall_3ft::fixed_crown_entablature_tie_key::seam_03,fixed_crown_entablature_tie_key,return,lower,short_wall_3ft,1,structural,largest key plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,364.6375,short_wall_3ft_seam_03,True
lower::short_wall_3ft::fixed_crown_entablature_tie_key::seam_05,fixed_crown_entablature_tie_key,return,lower,short_wall_3ft,1,structural,largest key plan face on the build plate,False,,PROVISIONAL_EXPERIMENTAL_UNRATED,589.7075,short_wall_3ft_seam_05,True
lower::short_wall_3ft::indexed_vertical_quarter_turn_pin::seam_01_front_tie_reach,indexed_vertical_quarter_turn_pin,front_tie_reach,lower,short_wall_3ft,1,retention,"shaft axis parallel to the build plate with the 8 mm handle edge and one T-tail edge on the plate; software-model mapping requires runtime actual-parent Boolean proof, while physical installation and production remain blocked pending coupons and the confirmed printer profile",True,"front-tie withdrawal retention only; zero bearing, shear, splice, or shelf-load credit",PROVISIONAL_EXPERIMENTAL_UNRATED,139.5675,lower::short_wall_3ft::fixed_crown_entablature_tie_key::seam_01,True
lower::short_wall_3ft::indexed_vertical_quarter_turn_pin::seam_01_keeper_reach,indexed_vertical_quarter_turn_pin,keeper_reach,lower,short_wall_3ft,1,retention,"shaft axis parallel to the build plate with the 8 mm handle edge and one T-tail edge on the plate; software-model mapping requires runtime actual-parent Boolean proof, while physical installation and production remain blocked pending coupons and the confirmed printer profile",True,"keeper reverse-slide/anti-drop retention only; zero bearing, shear, splice, or shelf-load credit",PROVISIONAL_EXPERIMENTAL_UNRATED,139.5675,lower::short_wall_3ft::fixed_crown_diaphragm_keeper_strip::seam_01,True
lower::short_wall_3ft::indexed_vertical_quarter_turn_pin::seam_03_front_tie_reach,indexed_vertical_quarter_turn_pin,front_tie_reach,lower,short_wall_3ft,1,retention,"shaft axis parallel to the build plate with the 8 mm handle edge and one T-tail edge on the plate; software-model mapping requires runtime actual-parent Boolean proof, while physical installation and production remain blocked pending coupons and the confirmed printer profile",True,"front-tie withdrawal retention only; zero bearing, shear, splice, or shelf-load credit",PROVISIONAL_EXPERIMENTAL_UNRATED,364.6375,lower::short_wall_3ft::fixed_crown_entablature_tie_key::seam_03,True
lower::short_wall_3ft::indexed_vertical_quarter_turn_pin::seam_03_keeper_reach,indexed_vertical_quarter_turn_pin,keeper_reach,lower,short_wall_3ft,1,retention,"shaft axis parallel to the build plate with the 8 mm handle edge and one T-tail edge on the plate; software-model mapping requires runtime actual-parent Boolean proof, while physical installation and production remain blocked pending coupons and the confirmed printer profile",True,"keeper reverse-slide/anti-drop retention only; zero bearing, shear, splice, or shelf-load credit",PROVISIONAL_EXPERIMENTAL_UNRATED,364.6375,lower::short_wall_3ft::fixed_crown_diaphragm_keeper_strip::seam_03,True
lower::short_wall_3ft::indexed_vertical_quarter_turn_pin::seam_05_front_tie_reach,indexed_vertical_quarter_turn_pin,front_tie_reach,lower,short_wall_3ft,1,retention,"shaft axis parallel to the build plate with the 8 mm handle edge and one T-tail edge on the plate; software-model mapping requires runtime actual-parent Boolean proof, while physical installation and production remain blocked pending coupons and the confirmed printer profile",True,"front-tie withdrawal retention only; zero bearing, shear, splice, or shelf-load credit",PROVISIONAL_EXPERIMENTAL_UNRATED,589.7075,lower::short_wall_3ft::fixed_crown_entablature_tie_key::seam_05,True
lower::short_wall_3ft::indexed_vertical_quarter_turn_pin::seam_05_keeper_reach,indexed_vertical_quarter_turn_pin,keeper_reach,lower,short_wall_3ft,1,retention,"shaft axis parallel to the build plate with the 8 mm handle edge and one T-tail edge on the plate; software-model mapping requires runtime actual-parent Boolean proof, while physical installation and production remain blocked pending coupons and the confirmed printer profile",True,"keeper reverse-slide/anti-drop retention only; zero bearing, shear, splice, or shelf-load credit",PROVISIONAL_EXPERIMENTAL_UNRATED,589.7075,lower::short_wall_3ft::fixed_crown_diaphragm_keeper_strip::seam_05,True
lower::short_wall_3ft::ordinary_outer_end_cap::outer_end,ordinary_outer_end_cap,return_outer_end,lower,short_wall_3ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,removable end finish; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,733.675,,True
lower::short_wall_3ft::ornamental_pier_overlay::01,ornamental_pier_overlay,return_start,lower,short_wall_3ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,27.0325,lower::short_wall_3ft::structural_pier_x_corbel::01,True
lower::short_wall_3ft::ornamental_pier_overlay::02,ornamental_pier_overlay,return_interior,lower,short_wall_3ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,252.1025,lower::short_wall_3ft::structural_pier_x_corbel::02,True
lower::short_wall_3ft::ornamental_pier_overlay::03,ornamental_pier_overlay,return_interior,lower,short_wall_3ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,477.1725,lower::short_wall_3ft::structural_pier_x_corbel::03,True
lower::short_wall_3ft::ornamental_pier_overlay::04,ornamental_pier_overlay,return_end,lower,short_wall_3ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,702.2425,lower::short_wall_3ft::structural_pier_x_corbel::04,True
lower::short_wall_3ft::return_left_ornament_carrier::half_01,return_left_ornament_carrier,return_left_half,lower,short_wall_3ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,0.0,lower::short_wall_3ft::arcade_half::01,True
lower::short_wall_3ft::return_left_ornament_carrier::half_03,return_left_ornament_carrier,return_left_half,lower,short_wall_3ft,1,ornament,decorated d=0 face on the build plate with receiver housings upward; this is not a flat-back print and requires its actual-parent orientation coupon,True,isolated removable facade; zero structural credit,PROVISIONAL_EXPERIMENTAL_UNRATED,252.1025,lower::short_wall_3ft::arcade_half::03,True
